tag_name,name
Action,Sheepageddon
Indie,Sheepageddon
Casual,Sheepageddon
Free to Play,Your Dry Delight
Indie,Your Dry Delight
Casual,Your Dry Delight
Action,Rogue Party
RPG,Rogue Party
Indie,Rogue Party
Indie,RED: Lucid Nightmare
Psychological Horror,RED: Lucid Nightmare
VR,RED: Lucid Nightmare
Indie,Desktop Tree
Casual,Desktop Tree
Simulation,Desktop Tree
Indie,Cat Inside
Casual,Cat Inside
Adventure,Cat Inside
Action,Battle royale simulator
Simulation,Battle royale simulator
Gore,Battle royale simulator
Indie,CatCatch
Casual,CatCatch
Casual,Lord VS Nas Vai
Action,Lord VS Nas Vai
Indie,Lord VS Nas Vai
Indie,Mimic
Horror,Mimic
Indie,Victoria
Casual,Victoria
Match 3,Victoria
Free to Play,We Are Terror: The First Days
Casual,Pranky Cat
Indie,Pranky Cat
Adventure,Pranky Cat
Action,"Run, Run, Monsters!"
Indie,"Run, Run, Monsters!"
Casual,"Run, Run, Monsters!"
Action,The Wanderings Dragon
Indie,The Wanderings Dragon
Casual,The Wanderings Dragon
Football,Pro Strategy Football 2019
Strategy,Pro Strategy Football 2019
Indie,Pro Strategy Football 2019
Casual,The Odd Battle
Indie,The Odd Battle
War,The Odd Battle
Adventure,DareSora: Tears for an Unknown Sky
Visual Novel,DareSora: Tears for an Unknown Sky
Anime,DareSora: Tears for an Unknown Sky
Indie,Prank Masters ~ Otome Visual Novel
Simulation,Prank Masters ~ Otome Visual Novel
Visual Novel,Prank Masters ~ Otome Visual Novel
Action,Gravity Leo
Indie,Gravity Leo
Adventure,Gravity Leo
Early Access,i wanna be the Creator
Action,i wanna be the Creator
Indie,i wanna be the Creator
Adventure,Cave under Richmordnom
RPG,Cave under Richmordnom
Indie,Cave under Richmordnom
Early Access,Dimension Drifter
Action,Dimension Drifter
Gore,Dimension Drifter
Casual,Galactic Lander
Co-op,Galactic Lander
Space,Galactic Lander
Action,Lava Pool
Adventure,Lava Pool
Indie,Lava Pool
Action,Supaplex GO!
Indie,Supaplex GO!
Casual,Supaplex GO!
Action,Supaplex THINK!
Indie,Supaplex THINK!
Casual,Supaplex THINK!
Action,Supaplex WOW!
Indie,Supaplex WOW!
Casual,Supaplex WOW!
Adventure,Me Smart Orc
RPG,Me Smart Orc
Indie,Me Smart Orc
Early Access,Dangerous Lands - Magic and RPG
Action,Dangerous Lands - Magic and RPG
Indie,Dangerous Lands - Magic and RPG
Action,Toy Gun Office Simulator
Adventure,Toy Gun Office Simulator
Indie,Toy Gun Office Simulator
Sports,MMA Simulator
Indie,MMA Simulator
Simulation,MMA Simulator
Casual,Slime Age: Parody MMORPG Clicker
Simulation,Slime Age: Parody MMORPG Clicker
Anime,Slime Age: Parody MMORPG Clicker
Action,Super Frog's Quest
Indie,Super Frog's Quest
Adventure,Super Frog's Quest
Adventure,103
Indie,103
Casual,103
Early Access,Plastic soldiers
Action,Plastic soldiers
Indie,Plastic soldiers
Casual,Nightmare Of Melanie
RPG,Nightmare Of Melanie
Indie,Nightmare Of Melanie
Casual,WWII - TD
Strategy,WWII - TD
Action,WWII - TD
Adventure,The Legend of Protey
Indie,The Legend of Protey
Casual,The Legend of Protey
Strategy,Tiny Battle Simulator
Action,Tiny Battle Simulator
Casual,Tiny Battle Simulator
Free to Play,B. Braun Aesculap Spine VR
Simulation,B. Braun Aesculap Spine VR
VR,B. Braun Aesculap Spine VR
Casual,Mummy on the run
Action,Mummy on the run
Indie,Mummy on the run
Indie,Shoemaker
Simulation,Shoemaker
RPG,GIRAL
Indie,GIRAL
Casual,GIRAL
Early Access,ICE AGENT
Indie,ICE AGENT
Simulation,ICE AGENT
Sexual Content,Hentai Dojo
Nudity,Hentai Dojo
Indie,Hentai Dojo
Action,Cat doesn't like banana
Indie,Cat doesn't like banana
Casual,Cat doesn't like banana
Action,Zup! Arena
Casual,Zup! Arena
Massively Multiplayer,Zup! Arena
Indie,Duck Life: Battle
Adventure,Duck Life: Battle
Casual,Duck Life: Battle
Sports,MMA Team Manager
Action,MMA Team Manager
Simulation,MMA Team Manager
Action,BattleBlade
Adventure,BattleBlade
Indie,BattleBlade
Simulation,Football Director 2019
Indie,Football Director 2019
Casual,Football Director 2019
Casual,Land of Puzzles: Castles
Puzzle,Land of Puzzles: Castles
Strategy,Land of Puzzles: Castles
Casual,Swamp Jump
Indie,Swamp Jump
Early Access,Atomic Rancher
Indie,Atomic Rancher
Casual,Atomic Rancher
Early Access,Deadly Burrito
Free to Play,Deadly Burrito
Adventure,Deadly Burrito
Early Access,HALF DEAD 2
Gore,HALF DEAD 2
Massively Multiplayer,HALF DEAD 2
Action,Welcome to Princeland
Casual,Welcome to Princeland
Gore,Welcome to Princeland
Free to Play,Swarm Simulator: Evolution
Casual,Swarm Simulator: Evolution
Indie,Swarm Simulator: Evolution
Indie,DEADLY WHEELS
Casual,DEADLY WHEELS
Simulation,DEADLY WHEELS
Indie,Dojini
Action,Dojini
Casual,Dojini
Indie,Key Of Impasse
Casual,Key Of Impasse
Strategy,Key Of Impasse
Adventure,Pro Office Calculator
Indie,Pro Office Calculator
Puzzle,Pro Office Calculator
Free to Play,Test Subject 901
Strategy,Test Subject 901
Singleplayer,Test Subject 901
Action,Boom Bits
Indie,Boom Bits
Action,Boons Farm
Indie,Boons Farm
Casual,Boons Farm
Free to Play,Project Reset
Indie,Project Reset
Visual Novel,Project Reset
Casual,Cupids Love Crisis
Early Access,Mist Survival
Survival,Mist Survival
Open World,Mist Survival
RPG,Wolf: The Evolution Story
Massively Multiplayer,Wolf: The Evolution Story
Simulation,Wolf: The Evolution Story
Early Access,Crazy Alchemist
Casual,Crazy Alchemist
Adventure,Crazy Alchemist
Sexual Content,Hentai Shooter 3D
Action,Hentai Shooter 3D
Nudity,Hentai Shooter 3D
Early Access,MINImax Tinyverse
Free to Play,MINImax Tinyverse
Strategy,MINImax Tinyverse
Sexual Content,HENTAI PUZZLE
Nudity,HENTAI PUZZLE
Indie,HENTAI PUZZLE
Action,Super Strawberry Man
Indie,Super Strawberry Man
Casual,Super Strawberry Man
Action,PAPER FRONT
Indie,PAPER FRONT
Tanks,PAPER FRONT
Indie,THE E BALL
Strategy,THE E BALL
Simulation,THE E BALL
Early Access,Dream Enders RPG
Adventure,Dream Enders RPG
Free to Play,Dream Enders RPG
RPG,Sokoban: The RPG
Sexual Content,Sokoban: The RPG
Violent,Sokoban: The RPG
Casual,Koi Solitaire
Indie,Koi Solitaire
Adventure,Adera
Hidden Object,Adera
Indie,Anime Girl Or Boy?
Casual,Anime Girl Or Boy?
Anime,Anime Girl Or Boy?
Indie,Cartoony Cars 2
Puzzle,Cartoony Cars 2
Physics,Cartoony Cars 2
Early Access,Hexahedral Pathfinder
Casual,Hexahedral Pathfinder
Strategy,Hexahedral Pathfinder
Action,John Black: Memories
Indie,John Black: Memories
Adventure,John Black: Memories
Early Access,TeleBlast
Action,TeleBlast
Indie,TeleBlast
Early Access,Triteckka: The pure shooter
Action,Triteckka: The pure shooter
Indie,Triteckka: The pure shooter
Action,Fireflies
Adventure,Fireflies
Indie,Fireflies
Sexual Content,ULTIMATE HARDBASS DEFENCE
Nudity,ULTIMATE HARDBASS DEFENCE
Action,ULTIMATE HARDBASS DEFENCE
Action,Aim Master
FPS,Aim Master
Shooter,Aim Master
Action,Polygone
Free to Play,Dungeon Hunter Champions
RPG,Dungeon Hunter Champions
Action,Dungeon Hunter Champions
Early Access,Them & Us
Action,Them & Us
Gore,Them & Us
Indie,Session Seven
Free to Play,Session Seven
Adventure,Session Seven
Action,Catch The Kids: Priest Simulator Game
Indie,Catch The Kids: Priest Simulator Game
Casual,Catch The Kids: Priest Simulator Game
Action,Aether Drift
Indie,Aether Drift
Arcade,Aether Drift
Action,People Cu3ed
Adventure,People Cu3ed
Indie,People Cu3ed
Adventure,Amethlion
Indie,Amethlion
Action,Amethlion
Indie,Sparticles
Platformer,Sparticles
Arcade,Sparticles
RPG,KeepShopkeeping
Simulation,KeepShopkeeping
RPGMaker,KeepShopkeeping
Casual,Gallows Choice
Indie,Gallows Choice
Strategy,Gallows Choice
Adventure,Beating A Dead Horse With A One-Trick Pony
Action,Beating A Dead Horse With A One-Trick Pony
Indie,Beating A Dead Horse With A One-Trick Pony
Strategy,SFD : Rogue TRPG
RPG,SFD : Rogue TRPG
Indie,SFD : Rogue TRPG
Nudity,Loca-Love My Cute Roommate
Sexual Content,Loca-Love My Cute Roommate
Casual,Loca-Love My Cute Roommate
Strategy,Rascals
Action,Rascals
Turn-Based Tactics,Rascals
Indie,Here Nya
Casual,Fairyland: The Guild
RPG,Fairyland: The Guild
Indie,Fairyland: The Guild
Action,Crime Girl
Casual,Crime Girl
Platformer,Crime Girl
Indie,Tempo Wizard
Casual,Tempo Wizard
Adventure,Panco's Journey
Indie,Panco's Journey
Strategy,Panco's Journey
Free to Play,Team Up VR (Beta)
Action,Team Up VR (Beta)
Indie,Team Up VR (Beta)
Indie,Gimel Dimension
Casual,Gimel Dimension
Action,Gimel Dimension
Indie,Running Man 3D Part2
Simulation,Running Man 3D Part2
Adventure,Running Man 3D Part2
Strategy,Fatal Hour: Petroleum
Action,Fatal Hour: Petroleum
Indie,Fatal Hour: Petroleum
Action,Professor Chuckenhope
Indie,Professor Chuckenhope
Casual,Professor Chuckenhope
Action,Double Stretch
Indie,Double Stretch
Indie,HecatoncheirStory
Adventure,HecatoncheirStory
Indie,Closer Than You Think
Adventure,Closer Than You Think
Visual Novel,Closer Than You Think
Action,Groundless
Indie,Groundless
Local Multiplayer,Groundless
Casual,Puzzle Monarch: Super Natural
Puzzle,Puzzle Monarch: Super Natural
Strategy,Puzzle Monarch: Super Natural
Casual,Puzzle Monarch: Zombie
Puzzle,Puzzle Monarch: Zombie
Strategy,Puzzle Monarch: Zombie
Indie,Paperbark
Casual,Paperbark
Adventure,Paperbark
Action,Infommi
Casual,Infommi
Gore,Infommi
Action,Red Crucible 2: Reborn
Indie,Red Crucible 2: Reborn
Shooter,Red Crucible 2: Reborn
Indie,Awesome Pea
Adventure,Awesome Pea
Platformer,Awesome Pea
Early Access,Skelittle: A Giant Party!!
Action,Skelittle: A Giant Party!!
Indie,Skelittle: A Giant Party!!
Action,DUCK CASINO: BULLET
Indie,DUCK CASINO: BULLET
Casual,DUCK CASINO: BULLET
Early Access,CryptoFarm
Simulation,CryptoFarm
Minimalist,CryptoFarm
Casual,WORLD  HENTAI
Sexual Content,WORLD  HENTAI
Nudity,WORLD  HENTAI
Casual,Find The Balance
Indie,Find The Balance
Strategy,Kill the Dictator
Indie,Kill the Dictator
2D,Kill the Dictator
Adventure,Heavy Dreams
Indie,Heavy Dreams
Simulation,Heavy Dreams
Action,Duck Souls
Indie,Duck Souls
Casual,Duck Souls
Casual,Checkmate!
Strategy,Checkmate!
Indie,Checkmate!
Early Access,Became The Hunted
RPG,Became The Hunted
Indie,Became The Hunted
Indie,The Story of My Life
Visual Novel,The Story of My Life
Singleplayer,The Story of My Life
Indie,Cardiganical
Casual,Cardiganical
Adventure,Cardiganical
Free to Play,"one night, hot springs"
Indie,"one night, hot springs"
Visual Novel,"one night, hot springs"
Sexual Content,VANILLA - GARDEN OF JUDGEMENT
Adventure,VANILLA - GARDEN OF JUDGEMENT
Indie,VANILLA - GARDEN OF JUDGEMENT
Early Access,Survivor in Summer
Indie,Survivor in Summer
Simulation,Survivor in Summer
Adventure,Mystery House -fivestones-
Indie,Mystery House -fivestones-
Simulation,Mystery House -fivestones-
Indie,JOYDOOR
Casual,JOYDOOR
Adventure,JOYDOOR
Action,Beast Modon
Indie,Beast Modon
Shoot 'Em Up,Beast Modon
Early Access,Elemental War
Strategy,Elemental War
Indie,Elemental War
Action,Gauge Of Rage
Indie,Gauge Of Rage
Gore,Gauge Of Rage
Indie,Lucid Path
RPG,Lucid Path
Turn-Based Combat,Lucid Path
Adventure,The Other Half
Action,The Other Half
RPG,The Other Half
Indie,Starboost EX
Action,Starboost EX
Adventure,Starboost EX
Indie,Obstruction : VR
Casual,Obstruction : VR
VR,Obstruction : VR
Indie,JQ: Beautiful Japan
Casual,JQ: Beautiful Japan
Education,JQ: Beautiful Japan
Early Access,Evolo.Evolution
Strategy,Evolo.Evolution
Indie,Evolo.Evolution
Free to Play,Curiosity
Casual,Curiosity
Indie,Curiosity
Indie,Test your knowledge: Cats
Casual,Test your knowledge: Cats
Relaxing,Test your knowledge: Cats
Indie,Pachansky Mathematics 2+2=8
Casual,Pachansky Mathematics 2+2=8
Simulation,Pachansky Mathematics 2+2=8
Action,TailzFromTheGrave
Indie,TailzFromTheGrave
Action,Swords with spice
Indie,Swords with spice
Violent,Swords with spice
Indie,Choice of Magics
Adventure,Choice of Magics
RPG,Choice of Magics
Early Access,Second Second
Strategy,Second Second
Card Game,Second Second
Indie,SHEEP SLING
Casual,SHEEP SLING
VR,SHEEP SLING
Strategy,Project GR-5LYR: Galactic Relocation
Indie,Project GR-5LYR: Galactic Relocation
Early Access,Fish Duel
Action,Fish Duel
Massively Multiplayer,Fish Duel
Early Access,The Dark Room
Adventure,The Dark Room
Indie,The Dark Room
Strategy,From Darkness
Indie,From Darkness
Simulation,From Darkness
Adventure,Ocean Nomad: Survival on Raft
Simulation,Ocean Nomad: Survival on Raft
Action,Ocean Nomad: Survival on Raft
Early Access,NearEscape
Adventure,NearEscape
Indie,NearEscape
Casual,Warships 3D
Strategy,Warships 3D
Indie,Warships 3D
Indie,Jewel Match Twilight Solitaire
Casual,Jewel Match Twilight Solitaire
Relaxing,Jewel Match Twilight Solitaire
Action,Castle of Venia
Adventure,Castle of Venia
Indie,Castle of Venia
Action,Survival Ball
Indie,Survival Ball
Local Co-Op,Survival Ball
Adventure,Help Me Escape! The Puzzle Maker's Office
Indie,Help Me Escape! The Puzzle Maker's Office
Text-Based,Help Me Escape! The Puzzle Maker's Office
Adventure,Headliner: NoviNews
Indie,Headliner: NoviNews
Choices Matter,Headliner: NoviNews
Indie,Legend of Assassin: Egypt
Casual,Legend of Assassin: Egypt
Adventure,Legend of Assassin: Egypt
Early Access,Aeioth RPG
Action,Aeioth RPG
Adventure,Aeioth RPG
Sexual Content,Girls Dance VR
Nudity,Girls Dance VR
Casual,Girls Dance VR
Gore,Gladio
Violent,Gladio
Action,Gladio
Indie,Skywriter
Casual,Skywriter
Sexual Content,A Sun Of Salt
Indie,A Sun Of Salt
Violent,A Sun Of Salt
Strategy,Submerged: VR Escape the Room
Adventure,Submerged: VR Escape the Room
Indie,Submerged: VR Escape the Room
Adventure,Dude Cops
Indie,Dude Cops
Casual,Dude Cops
Early Access,Destiny or Fate
Indie,Destiny or Fate
Strategy,Destiny or Fate
Casual,HappyBlock
Sexual Content,Hentai Hexa Mosaic
Casual,Hentai Hexa Mosaic
Nudity,Hentai Hexa Mosaic
Indie,Touch Down Football Solitaire
Casual,Touch Down Football Solitaire
Early Access,Overdungeon
Card Game,Overdungeon
Strategy,Overdungeon
Indie,Monster Farm
Casual,Monster Farm
Simulation,Monster Farm
Free to Play,The Ball Encounter
Indie,The Ball Encounter
Casual,The Ball Encounter
Indie,Click and Manage Tycoon
Casual,Click and Manage Tycoon
Simulation,Click and Manage Tycoon
Action,Navyblue and the Spectrum Killers
Indie,Navyblue and the Spectrum Killers
Free to Play,Greetings
Horror,Greetings
Indie,Greetings
Casual,Artificial Mansion
Simulation,Artificial Mansion
Indie,Artificial Mansion
Indie,Monster Pub
Casual,Monster Pub
Card Game,Monster Pub
Action,Escape The Labyrinth
Adventure,Escape The Labyrinth
Indie,Escape The Labyrinth
Sexual Content,Hentai Space
Nudity,Hentai Space
Casual,Hentai Space
Action,Construction Charlie
Casual,Construction Charlie
Adventure,Construction Charlie
Casual,Leisure Town
Sexual Content,Puzzle Master
Nudity,Puzzle Master
Casual,Puzzle Master
Action,Tanks With Hands: Armed and Treaded
Casual,Tanks With Hands: Armed and Treaded
Indie,Tanks With Hands: Armed and Treaded
Action,Ghosting Gun S
Adventure,Ghosting Gun S
Indie,Ghosting Gun S
Action,Emitters
Casual,Emitters
FPS,Emitters
Early Access,Fate Hunters
Card Game,Fate Hunters
Strategy,Fate Hunters
Survival,CardLife: Creative Survival
Open World,CardLife: Creative Survival
Adventure,CardLife: Creative Survival
Indie,Piano Bar
Casual,Piano Bar
Music,Piano Bar
Indie,Safe
Strategy,Safe
Puzzle,Safe
Action,Skater Cally
Sports,Skater Cally
Indie,Skater Cally
Indie,Little Arena
Adventure,Little Arena
Casual,Battle For Landriel
Indie,Battle For Landriel
Adventure,Battle For Landriel
Indie,Jar Battlers
Action,Jar Battlers
Casual,Jar Battlers
Free to Play,Modern Combat 5
Massively Multiplayer,Modern Combat 5
FPS,Modern Combat 5
Free to Play,Spellwake
Action,Spellwake
Casual,Spellwake
Simulation,Kingpin Royale
Strategy,Kingpin Royale
Crime,Kingpin Royale
Casual,Genius! NAZI-GIRL GoePPels-Chan ep1
Indie,Genius! NAZI-GIRL GoePPels-Chan ep1
Visual Novel,Genius! NAZI-GIRL GoePPels-Chan ep1
Free to Play,Jack Is Missing
Action,Jack Is Missing
Adventure,Jack Is Missing
Action,O2Jam x DancingParty
Casual,O2Jam x DancingParty
VR,O2Jam x DancingParty
Indie,Crashphalt
Platformer,Crashphalt
Local Multiplayer,Crashphalt
Early Access,Galaxy Squad
Strategy,Galaxy Squad
Turn-Based Tactics,Galaxy Squad
Action,Abberbury
Indie,Abberbury
Adventure,Abberbury
Casual,Shahrzad - The Storyteller
Hidden Object,Shahrzad - The Storyteller
Adventure,Shahrzad - The Storyteller
Action,HANZ!
Massively Multiplayer,HANZ!
Indie,HANZ!
Violent,The Dark Occult
Horror,The Dark Occult
Action,The Dark Occult
Indie,Robikon
Casual,Robikon
Early Access,Koliseum Soccer VR
Simulation,Koliseum Soccer VR
Sports,Koliseum Soccer VR
Early Access,Liberty Prime
Action,Liberty Prime
Adventure,Liberty Prime
Indie,Ball run and rush
Early Access,Shards the Deckbuilder
Strategy,Shards the Deckbuilder
Card Game,Shards the Deckbuilder
Casual,CMD 2048
Indie,CMD 2048
Casual,Land of Puzzles: Knights
Puzzle,Land of Puzzles: Knights
Indie,Land of Puzzles: Knights
Casual,Ink Plane
Indie,Ink Plane
Shoot 'Em Up,Ink Plane
Action,Khospis
Adventure,Khospis
Indie,Khospis
Casual,DX-Ball 2: 20th Anniversary Edition
Indie,DX-Ball 2: 20th Anniversary Edition
Arcade,DX-Ball 2: 20th Anniversary Edition
Free to Play,Cheeky Chooks
Casual,Cheeky Chooks
Strategy,Cheeky Chooks
Indie,Space Mayhem
Casual,Space Mayhem
Action,Space Mayhem
Indie,Jellyfish the Ghost
Casual,Jellyfish the Ghost
Action,Jellyfish the Ghost
Action,Blood City
Indie,Blood City
Adventure,Blood City
Indie,keyg
Casual,keyg
Puzzle,keyg
Early Access,Blixten Quest
Adventure,Blixten Quest
Indie,Blixten Quest
Action,Enter The Moon
Simulation,Enter The Moon
Early Access,Mortal Royale
Free to Play,Mortal Royale
Nudity,Mortal Royale
Indie,Hidden Animals : Photo Hunt. Seek and Find Game
Casual,Hidden Animals : Photo Hunt. Seek and Find Game
Adventure,Hidden Animals : Photo Hunt. Seek and Find Game
Action,MeatPossible: Chapter 1.5
Indie,MeatPossible: Chapter 1.5
Adventure,MeatPossible: Chapter 1.5
Strategy,Siberian Dawn
Card Game,Siberian Dawn
RPG,Knights of Tartarus
Indie,Knights of Tartarus
Strategy,Knights of Tartarus
Action,Rocket Swords
VR,Rocket Swords
VR Only,Rocket Swords
Indie,"Angel and Devil,ninja,sushi,tempura,panda and the statue of liverty"
Pixel Graphics,"Angel and Devil,ninja,sushi,tempura,panda and the statue of liverty"
Action,"Angel and Devil,ninja,sushi,tempura,panda and the statue of liverty"
Nudity,Food Bomber
Casual,Food Bomber
Gore,Food Bomber
Action,Plunder Squad
Indie,Plunder Squad
Adventure,Plunder Squad
Action,The Warrior Of Treasures 2: Skull Hunter
Indie,The Warrior Of Treasures 2: Skull Hunter
Casual,The Warrior Of Treasures 2: Skull Hunter
Indie,Golf Peaks
Casual,Golf Peaks
Sports,Golf Peaks
Early Access,Cat Warfare
Action,Cat Warfare
Gore,Cat Warfare
Action,Farstorm
Adventure,Farstorm
Indie,Farstorm
Free to Play,Biodigital
VR,Biodigital
Indie,MOMO.EXE
Horror,MOMO.EXE
Adventure,MOMO.EXE
Early Access,Strategist
Casual,Strategist
Indie,Strategist
Indie,Metanormal
Indie,Rescale
Casual,Rescale
City Builder,Forebearers
Strategy,Forebearers
Indie,Forebearers
Early Access,The Quest for Moe's
Indie,The Quest for Moe's
Adventure,The Quest for Moe's
Action,Super Shopper
Indie,Super Shopper
Casual,Super Shopper
Casual,Hacker.exe
Strategy,Hacker.exe
Action,Hacker.exe
Early Access,uFactory
Strategy,uFactory
Simulation,uFactory
Casual,Monster MIX
Indie,Monster MIX
Adventure,Monster MIX
Early Access,Battle Royale Survival
Action,Battle Royale Survival
Adventure,Battle Royale Survival
Casual,If My Heart Had Wings -Flight Diary-
Visual Novel,If My Heart Had Wings -Flight Diary-
Sexual Content,If My Heart Had Wings -Flight Diary-
Adventure,Educator 2076: Basics in Education
Indie,Educator 2076: Basics in Education
Simulation,Educator 2076: Basics in Education
Strategy,Yet another tower defence
Indie,Yet another tower defence
Casual,Yet another tower defence
Early Access,Spellrune: Realm of Portals
Strategy,Spellrune: Realm of Portals
RPG,Spellrune: Realm of Portals
Casual,Fairy Tower Defense
Strategy,Fairy Tower Defense
Indie,Fairy Tower Defense
Action,Trip in HELL
Adventure,Trip in HELL
Indie,Trip in HELL
Indie,Helheim
Action,Helheim
Adventure,Helheim
Casual,BingoBango
Indie,BingoBango
Action,VIDEO GAME
Indie,VIDEO GAME
Sports,VIDEO GAME
Free to Play,Zenith Hunter
Action,Zenith Hunter
Indie,Zenith Hunter
Violent,Kontrakt
Action,Kontrakt
Indie,Kontrakt
Early Access,Vinylove
Casual,Vinylove
Adventure,Vinylove
Action,Evocation
Indie,Evocation
Music,Evocation
Simulation,TITANIC Shipwreck Exploration
Action,WARP-TEK
Indie,WARP-TEK
Adventure,WARP-TEK
Action,One Gun: Cat
2D,One Gun: Cat
Singleplayer,One Gun: Cat
Adventure,Guard of Wonderland
Indie,Guard of Wonderland
Casual,Guard of Wonderland
Action,Conjure Strike
VR,Conjure Strike
PvP,Conjure Strike
Sexual Content,Ero Date
Casual,Ero Date
Adventure,Ero Date
Indie,Fiber Twig 2
Casual,Fiber Twig 2
Casual,Dark Asylum: Mystery Adventure
Adventure,Dark Asylum: Mystery Adventure
Indie,Dark Asylum: Mystery Adventure
Action,Sharknado VR: Eye of the Storm
Gore,Sharknado VR: Eye of the Storm
Violent,Sharknado VR: Eye of the Storm
Action,DinoTrek
Adventure,DinoTrek
VR,DinoTrek
Action,Lot'zAmonsters
Indie,Lot'zAmonsters
Casual,Lot'zAmonsters
Early Access,Wizard Slime
Action,Wizard Slime
Indie,Wizard Slime
Sexual Content,Endless Jade Sea -Midori no Umi-
Nudity,Endless Jade Sea -Midori no Umi-
Indie,Endless Jade Sea -Midori no Umi-
Indie,Test your knowledge: Dogs
Casual,Test your knowledge: Dogs
Masterpiece,Test your knowledge: Dogs
Indie,Welcome to Bummertown
Adventure,Welcome to Bummertown
Casual,Welcome to Bummertown
Action,Lifespan 5seconds
Indie,Lifespan 5seconds
Puzzle,Lifespan 5seconds
Racing,Cross Racing Championship Extreme
Simulation,Cross Racing Championship Extreme
Sports,Cross Racing Championship Extreme
Indie,Grizzly Adventure
Casual,Grizzly Adventure
Adventure,Grizzly Adventure
Action,Dungeon Kitty
Nudity,Dungeon Kitty
Sexual Content,Dungeon Kitty
Action,Witch The Bloodlines
Adventure,Witch The Bloodlines
Indie,Witch The Bloodlines
Casual,Monica e a Guarda dos Coelhos
Strategy,Monica e a Guarda dos Coelhos
Indie,Monica e a Guarda dos Coelhos
Action,MMMmmm... Cake!
Casual,MMMmmm... Cake!
Adventure,MMMmmm... Cake!
Adventure,Myst III: Exile
Casual,Myst III: Exile
Puzzle,Myst III: Exile
Adventure,Myst IV: Revelation
Casual,Myst IV: Revelation
Puzzle,Myst IV: Revelation
Early Access,Operation Lone Wolf
Action,Operation Lone Wolf
Indie,Operation Lone Wolf
Adventure,Fear for Sale: City of the Past Collector's Edition
Casual,Fear for Sale: City of the Past Collector's Edition
Hidden Object,Fear for Sale: City of the Past Collector's Edition
Adventure,Reflections of Life: Tree of Dreams Collector's Edition
Casual,Reflections of Life: Tree of Dreams Collector's Edition
Hidden Object,Reflections of Life: Tree of Dreams Collector's Edition
Early Access,CHANGE: A Homeless Survival Experience
Indie,CHANGE: A Homeless Survival Experience
RPG,CHANGE: A Homeless Survival Experience
Indie,Achromatic
Puzzle,Achromatic
Indie,PsyBurst
Action,PsyBurst
Fighting,PsyBurst
Indie,Mirror Angel's Paradise
Action,Mirror Angel's Paradise
Bullet Hell,Mirror Angel's Paradise
Action,ALIEN FIELD
Indie,ALIEN FIELD
Action,Rabbit of Destiny
Adventure,Rabbit of Destiny
Indie,Rabbit of Destiny
Indie,The Bloobles and the Quest for Chocolate
Casual,The Bloobles and the Quest for Chocolate
Adventure,Kolkhoz: The Red Wedge
Indie,Kolkhoz: The Red Wedge
Historical,Kolkhoz: The Red Wedge
Early Access,The Secret of Puffin Cove
Adventure,The Secret of Puffin Cove
Indie,The Secret of Puffin Cove
Action,The Legend Of Vraz
Casual,The Legend Of Vraz
Adventure,The Legend Of Vraz
Strategy,Love Letter
Card Game,Love Letter
Multiplayer,Love Letter
Early Access,Superior Wizards
Action,Superior Wizards
Indie,Superior Wizards
Adventure,Kyiv: from dusk till dawn with Lenovo Explorer
VR,Kyiv: from dusk till dawn with Lenovo Explorer
Simulation,Dark Places
Action,Dark Places
Adventure,Dark Places
Action,Eternal Space Battles
Indie,Eternal Space Battles
Simulation,Eternal Space Battles
Adventure,Burning Instinct
Indie,Burning Instinct
Adventure,Space Fox Kimi
RPG,Space Fox Kimi
Indie,Space Fox Kimi
Action,Bladed Fury
Female Protagonist,Bladed Fury
Indie,Bladed Fury
Indie,Accounting+
Adventure,Accounting+
Action,Accounting+
Early Access,Smoker The Car Game
Indie,Smoker The Car Game
Casual,Smoker The Car Game
Indie,Extreme Painting Puzzles
Casual,Extreme Painting Puzzles
Puzzle,Extreme Painting Puzzles
Nudity,Squares Puzzle
Sexual Content,Squares Puzzle
Casual,Squares Puzzle
Action,Clinically Dead
Adventure,Clinically Dead
Indie,Clinically Dead
Indie,Corrupt
Simulation,Corrupt
RPG,Corrupt
Early Access,Project Skylab 2
Free to Play,Project Skylab 2
Adventure,Project Skylab 2
Sexual Content,Hentai Girl Linda
Nudity,Hentai Girl Linda
Anime,Hentai Girl Linda
Action,CRAKEN
Indie,CRAKEN
Adventure,CRAKEN
Free to Play,ForzeBreak
Action,ForzeBreak
Indie,ForzeBreak
Free to Play,A Game About
Indie,A Game About
Point & Click,A Game About
Nudity,Hentai Lady
Sexual Content,Hentai Lady
Indie,Hentai Lady
RPG,Master of Rogues - The Seven Artifacts
Indie,Master of Rogues - The Seven Artifacts
Adventure,Master of Rogues - The Seven Artifacts
Indie,Puzzles for smart: Dogs
Casual,Puzzles for smart: Dogs
Puzzle,Puzzles for smart: Dogs
Strategy,Prototype TD
Indie,Prototype TD
Early Access,Blazing Core
Action,Blazing Core
Mechs,Blazing Core
Casual,Shop Manager : Video Game Tycoon
Strategy,Shop Manager : Video Game Tycoon
Indie,Shop Manager : Video Game Tycoon
Action,DEFENDER 3D
Indie,DEFENDER 3D
Casual,DEFENDER 3D
Simulation,Visionarium
VR,Visionarium
Action,Steven the Sperm
Indie,Steven the Sperm
Adventure,Steven the Sperm
Casual,Axe Throw VR
Sports,Axe Throw VR
Action,Axe Throw VR
